31,"iron man 3 Action Adventure Science Fiction Shane Black terrorist war on terror tennessee malibu marvel comic When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution. Unleash the power behind the armor."
32,"alice in wonderland Family Fantasy Adventure Tim Burton based on novel fictional place queen fantasy alice in wonderland Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne. You're invited to a very important date."
33,"x-men: the last stand Adventure Action Science Fiction Thriller Brett Ratner mutant marvel comic based on comic book superhuman beast When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto. Take a Stand"
34,monsters university Animation Family Dan Scanlon monster dormitory games animation best friend A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends. School never looked this scary.
35,"transformers: revenge of the fallen Science Fiction Action Adventure Michael Bay egypt sun chaos symbol artifact Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war. Revenge is coming."
36,"transformers: age of extinction Science Fiction Action Adventure Michael Bay sequel alien transformers giant robot robot As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs. This is not war. It's extinction."
37,"oz: the great and powerful Fantasy Adventure Family Sam Raimi circus witch magic hope illusion Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil. In Oz, nothing is what it seems"
38,"the amazing spider-man 2 Action Adventure Fantasy Marc Webb obsession marvel comic sequel based on comic book electrocution For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past. No more secrets."
39,"tron: legacy Adventure Action Science Fiction Joseph Kosinski artificial intelligence secret identity computer program dystopia computer Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world. The Game Has Changed."
40,cars 2 Animation Family Adventure Comedy John Lasseter car race sequel comedy anthropomorphism best friend Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage. Ka-ciao!
41,"green lantern Adventure Action Thriller Science Fiction Martin Campbell dc comics transformation superhero alien alien infection For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited. In our darkest hour, there will be light."
42,"toy story 3 Animation Family Comedy Lee Unkrich hostage college toy barbie animation Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy. No toy gets left behind."
43,"terminator salvation Action Science Fiction Thriller McG saving the world artificial intelligence prophecy san francisco cyborg All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe. The End Begins."
44,furious 7 Action James Wan car race speed revenge suspense car Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother. Vengeance Hits Home
45,"world war z Action Drama Horror Science Fiction Thriller Marc Forster dystopia apocalypse zombie nuclear weapons multiple perspectives Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls. Remember Philly!"
46,"x-men: days of future past Action Adventure Fantasy Science Fiction Bryan Singer 1970s mutant time travel marvel comic based on comic book The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future. To save the future, they must alter the past"
47,"star trek into darkness Action Adventure Science Fiction J.J. Abrams spacecraft friendship sequel futuristic space When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew. Earth Will Fall"
48,"jack the giant slayer Action Family Fantasy Bryan Singer based on fairy tale giant The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself. Prepare for a giant adventure"
49,"the great gatsby Drama Romance Baz Luhrmann based on novel infidelity obsession hope 3d An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await. Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit."
50,"prince of persia: the sands of time Adventure Fantasy Action Romance Mike Newell persia sandstorm brother against brother armageddon regent A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world. Defy the Future"
51,"pacific rim Action Science Fiction Adventure Guillermo del Toro dystopia giant robot giant monster apocalypse imax When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse. To Fight Monsters, We Created Monsters"
52,"transformers: dark of the moon Action Science Fiction Adventure Michael Bay moon spacecraft traitor bodyguard alien planet Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets. The invasion we always feared. An enemy we never expected."
53,"indiana jones and the kingdom of the crystal skull Adventure Action Steven Spielberg saving the world riddle whip treasure mexico city Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts. The adventure continues . . ."
54,the good dinosaur Adventure Animation Family Peter Sohn tyrannosaurus rex friends alternate history dinosaur fear An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend. Little Arms With Big Attitude
55,"brave Animation Adventure Comedy Family Action Brenda Chapman scotland rebel bravery kingdom archer Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall. Change your fate."
56,"star trek beyond Action Adventure Science Fiction Justin Lin sequel stranded hatred space opera The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test. "
57,"wall·e Animation Family Andrew Stanton romantic comedy WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves. An adventure beyond the ordinar-E."
58,"rush hour 3 Action Comedy Crime Thriller Brett Ratner ambassador After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother. The Rush Is On!"
59,"2012 Action Adventure Science Fiction Roland Emmerich civilization natural disaster end of the world disaster apocalypse Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world. We Were Warned."
60,"a christmas carol Animation Drama Robert Zemeckis holiday based on novel victorian england money christmas eve Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption. Season's Greedings"
61,"jupiter ascending Science Fiction Fantasy Action Adventure Lilly Wachowski jupiter space woman director 3d interspecies romance In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty… Expand your universe."
62,"the legend of tarzan Action Adventure David Yates africa feral child tarzan jungle animal attack Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment. Human. Nature."
63,"the chronicles of narnia: the lion, the witch and the wardrobe Adventure Family Fantasy Andrew Adamson saving the world witch based on novel brother sister relationship self sacrifice Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever. Evil Has Reigned For 100 Years..."
64,"x-men: apocalypse Science Fiction Bryan Singer mutant supernatural powers marvel comic superhero based on comic book After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan. Only the strong will survive"
65,"the dark knight Drama Action Crime Thriller Christopher Nolan dc comics crime fighter secret identity scarecrow sadism Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker. Why So Serious?"
66,"up Animation Comedy Family Adventure Pete Docter age difference central and south america balloon animation floating in the air Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life. "
67,"monsters vs aliens Animation Family Adventure Science Fiction Conrad Vernon alien giant robot duringcreditsstinger When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters... When aliens attack, monsters fight back."
68,"iron man Action Science Fiction Adventure Jon Favreau middle east arms dealer malibu marvel comic superhero After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil. Heroes aren't born. They're built."
69,"hugo Adventure Drama Family Martin Scorsese library clock film director key toy Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past. One of the most legendary directors of our time takes you on an extraordinary adventure."
70,wild wild west Action Adventure Comedy Science Fiction Western Barry Sonnenfeld steampunk based on tv series steam locomotive drag Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans. It's a whole new west.
71,"the mummy: tomb of the dragon emperor Adventure Action Fantasy Rob Cohen  Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power. A New Evil Awakens."
72,"suicide squad Action Adventure Crime Fantasy Science Fiction David Ayer dc comics shared universe anti hero secret mission villain From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences. Worst Heroes Ever"
73,evan almighty Fantasy Comedy Family Tom Shadyac father son relationship daily life married couple support father God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood. A comedy of biblical proportions
74,"edge of tomorrow Action Science Fiction Doug Liman deja vu time warp restart dystopia war Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop. Live, Die, Repeat"
75,"waterworld Adventure Action Kevin Reynolds ocean tattoo mutant water dystopia In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back. Beyond the horizon lies the secret to a new beginning."
76,"g.i. joe: the rise of cobra Adventure Action Thriller Science Fiction Stephen Sommers terrorist secret hostage technology warhead From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos. When all else fails, they don't."
77,"inside out Drama Comedy Animation Family Pete Docter dream cartoon imaginary friend animation family Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school. Meet the little voices inside your head."
78,"the jungle book Family Adventure Drama Fantasy Jon Favreau based on novel snake wolf elephant tiger After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo. "
79,"iron man 2 Adventure Action Science Fiction Jon Favreau malibu marvel comic superhero based on comic book revenge With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies. It's not the armor that makes the hero, but the man inside."
